design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/home/leviathan/kicp/openlane/Matrix_Multiplication,Matrix_Multiplication,23_06_06_20_50,flow completed,0h17m42s0ms,0h8m13s0ms,51475.99451303155,0.81,23164.197530864196,24.26,2503.04,18763,0,0,0,0,0,0,0,89,0,-1,-1,1063520,165180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570561974.0,0.0,40.14,41.68,4.57,8.28,-1,21027,21535,22,498,0,0,0,21435,3353,11,1066,964,2070,4453,2378,104,433,398,50,644,11016,0,11660,778376.5248,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.170000000000002,25.0,40.0,25,3,1,45,153.18,153.6,0.3,0.3,sky130_fd_sc_hd,10,AREA 0
