design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/home/leviathan/kicp/openlane/AI_Accelerator_Top,AI_Accelerator_Top,23_06_06_12_44,flow completed,1h42m46s0ms,0h31m56s0ms,28177.75974025974,4.928,12679.991883116883,15.26,11707.57,62487,0,0,0,0,0,0,0,675,0,-1,-1,5710727,600732,-57.38,-268.73,0.0,0.0,0.0,-60830.57,-515437.81,0.0,0.0,0.0,2675682625.0,0.0,42.82,32.95,4.18,2.1,-1,53357,63427,353,10237,0,0,0,62506,5687,38,2278,2067,4910,9314,4844,8499,9385,9316,51,1278,69228,0,70506,4846670.8416,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.920000000000002,25.0,40.0,25,3,1,45,153.18,153.6,0.3,0.18,sky130_fd_sc_hd,10,AREA 0
